Word,Dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS_SUBTLEX,All_freqs_SUBTLEX,Freq_dom_PoS_SUBTLEX
divvying,Verb,1,Verb,2,2
dix,Number,1,Number,182,182
dixie,Name,0.8,Name.Noun,163.41,163
dixieland,Name,0.57,Name.Noun,8.6,8
dixit,Noun,1,Noun,1,1
dizaine,Verb,1,Verb,1,1
dizzies,Noun,1,Noun,2,2
dizziness,Noun,1,Noun,47,47
dizzy,Adjective,1,Adjective,429,429
dizzying,Adjective,1,Adjective,7,7
dj,Noun,1,Noun,285,285
djakarta,Name,1,Name,1,1
djibouti,Name,1,Name,2,2
djinn,Noun,1,Noun,1,1
dk,Name,1,Name,22,22
dl,Number,1,Number,41,41
dlr,Name,1,Name,2,2
dm,Noun,1,Noun,1,1
dn,Noun,0.83,Noun.Name,5.1,5
dnieper,Name,1,Name,1,1
do,Verb,1,Verb.Noun,629203.22,629203
doa,Name,0.79,Name.Noun,56.15,56
doable,Adjective,1,Adjective,47,47
doating,Noun,1,Noun,1,1
doats,Noun,0.83,Noun.Name,5.1,5
dob,Name,0.71,Name.Verb.Noun,5.1.1,5
dobbin,Noun,0.71,Noun.Name,5.2,5
dobbins,Name,0.78,Name.Noun,7.2,7
dobby,Name,1,Name,56,56
doberman,Noun,1,Noun,21,21
dobermans,Noun,1,Noun,16,16
dobie,Name,0.7,Name.Noun,44.19,44
dobs,Noun,0.5,Noun.Name,1.1,1
dobson,Name,1,Name,31,31
doby,Name,0.6,Name.Noun,3.2,3
doc,Noun,1,Noun.Name,4114.2,4114
docent,Adjective,1,Adjective,7,7
docile,Adjective,0.78,Adjective.Noun,21.6,21
docility,Noun,1,Noun,1,1
dock,Noun,0.82,Noun.Verb.Name,407.81.9,407
dockage,Noun,1,Noun,1,1
docked,Verb,1,Verb,56,56
docken,Name,1,Name,3,3
docker,Noun,0.5,Noun.Name,1.1,1
dockers,Noun,1,Noun,12,12
docket,Noun,1,Noun,61,61
docking,Noun,0.58,Noun.Verb.Name,63.37.8,63
dockman,Name,1,Name,1,1
dockmaster,Noun,1,Noun,1,1
docks,Noun,0.99,Noun.Verb,186.2,186
dockside,Noun,1,Noun,4,4
docksides,Noun,1,Noun,1,1
dockworker,Noun,1,Noun,1,1
dockworkers,Noun,1,Noun,1,1
dockyard,Noun,1,Noun,4,4
docs,Noun,1,Noun,50,50
doctor,Noun,1,Noun.Verb.Name,13350.28.11,13350
doctoral,Adjective,1,Adjective,19,19
doctorate,Noun,1,Noun,46,46
doctorates,Noun,1,Noun,6,6
doctored,Verb,0.93,Verb.Adjective,26.2,26
doctoring,Verb,0.46,Verb.Noun.Adjective,12.11.3,12
doctorly,Adverb,1,Adverb,1,1
doctors,Noun,1,Noun.Verb.Name,1858.1.1,1858
doctrinaire,Adjective,1,Adjective,1,1
doctrinal,Adjective,1,Adjective,4,4
doctrine,Noun,1,Noun,43,43
doctrines,Noun,1,Noun,3,3
docudrama,Noun,1,Noun,3,3
document,Noun,0.85,Noun.Verb,439.76,439
documentarian,Noun,0.67,Noun.Adjective,2.1,2
documentaries,Noun,1,Noun,37,37
documentarist,Noun,1,Noun,2,2
documentary,Noun,1,Noun,297,297
documentation,Noun,1,Noun,69,69
documented,Verb,0.73,Verb.Adjective,60.22,60
documenting,Verb,0.96,Verb.Noun,22.1,22
documents,Noun,0.97,Noun.Verb,466.12,466
dod,Name,0.47,Name.Noun.Verb,44.42.7,44
dodd,Name,1,Name,53,53
dodder,Verb,1,Verb,1,1
doddering,Adjective,1,Adjective,5,5
doddle,Noun,1,Noun,1,1
dodecahedra,Noun,1,Noun,1,1
dodecahedron,Noun,1,Noun,1,1
dodge,Name,0.71,Name.Verb.Noun,280.72.44,280
dodged,Verb,1,Verb,46,46
dodger,Noun,0.64,Noun.Name,41.23,41
dodgers,Noun,0.59,Noun.Name,66.46,66
dodges,Verb,0.67,Verb.Noun.Name,4.1.1,4
dodging,Verb,0.96,Verb.Noun.Adjective,79.2.1,79
dodgy,Adjective,0.95,Adjective.Name,21.1,21
dodo,Noun,0.75,Noun.Name,38.13,38
dodoes,Noun,1,Noun,1,1
dodoma,Name,1,Name,1,1
dodos,Noun,1,Noun,2,2
doe,Name,0.86,Name.Noun,191.3,191
doer,Noun,1,Noun,21,21
doers,Noun,1,Noun,6,6
does,Verb,1,Verb.Noun,66194.9,66194
doesn,Noun,0.66,Noun.Verb.Name,90.40.7,90
doesnt,#N/A,#N/A,#N/A,#N/A,#N/A
doest,Adjective,1,Adjective,4,4
doeth,Verb,1,Verb,2,2
doff,Verb,1,Verb,8,8
doffed,Verb,1,Verb,2,2
doffing,Verb,1,Verb,1,1
dog,Noun,0.99,Noun.Verb.Name,9735.86.4,9735
dogbite,Noun,1,Noun,1,1
dogcatcher,Noun,1,Noun,18,18
dogcatchers,Noun,1,Noun,1,1
doge,Noun,0.71,Noun.Verb.Name,5.1.1,5
doges,Noun,1,Noun,1,1
dogface,Noun,0.46,Noun.Verb.Name,11.10.3,11
dogfaces,Noun,0.75,Noun.Verb,3.1,3
dogfall,Noun,1,Noun,1,1
dogfight,Noun,0.86,Noun.Verb,6.1,6
dogfighting,Verb,0.5,Verb.Adjective,1.1,1
dogfish,Noun,1,Noun,4,4
dogged,Verb,0.81,Verb.Adjective,21.5,21
doggedly,Adverb,1,Adverb,3,3
doggerel,Noun,1,Noun,4,4
doggie,Noun,0.96,Noun.Name,159.7,159
doggies,Noun,1,Noun,24,24
dogging,Verb,1,Verb,23,23
doggishly,Adverb,1,Adverb,1,1
doggle,Noun,1,Noun,1,1
doggone,Interjection,0.66,Interjection.Adjective.Adverb,97.45.5,97
doggoned,Verb,0.95,Verb.Adjective,19.1,19
doggonedest,Adjective,1,Adjective,1,1
doggy,Noun,1,Noun,225,225
doghead,Noun,1,Noun,1,1
doghouse,Noun,0.95,Noun.Name,54.3,54
dogie,Noun,1,Noun,4,4
dogies,Noun,1,Noun,7,7
dogleg,Noun,0.67,Noun.Verb,4.2,4
dogma,Noun,1,Noun,13,13
dogmas,Noun,1,Noun,1,1
dogmatic,Adjective,1,Adjective,10,10
dogmatically,Adverb,1,Adverb,1,1
dogmen,Noun,1,Noun,2,2
dognapped,Verb,1,Verb,1,1
dognapping,Verb,1,Verb,2,2
dogs,Noun,1,Noun.Verb.Name,2698.3.1,2698
dogsbody,Noun,1,Noun,1,1
dogsled,Adjective,1,Adjective,2,2
dogsleds,Name,1,Name,1,1
dogwatch,Noun,1,Noun,1,1
dogwood,Noun,0.8,Noun.Name,8.2,8
dogwoods,Noun,1,Noun,2,2
doh,Name,0.88,Name.Noun,14.2,14
doilies,Noun,0.91,Noun.Name,10.1,10
doily,Adverb,1,Adverb,15,15
doing,Verb,1,Verb.Noun,52471.12,52471
doings,Noun,1,Noun,24,24
doit,Verb,0.67,Verb.Noun,2.1,2
dojo,Noun,0.89,Noun.Name,40.5,40
dojos,Noun,1,Noun,1,1
doke,Noun,1,Noun,1,1
dol,Noun,0.75,Noun.Verb,3.1,3
dolce,Name,0.53,Name.Noun.Verb,25.12.10,25
doldrums,Noun,1,Noun,5,5
dole,Noun,0.47,Noun.Name.Verb,23.15.11,23
doled,Verb,1,Verb,4,4
doles,Verb,0.5,Verb.Noun,1.1,1
dolf,Name,1,Name,5,5
doli,Noun,1,Noun,19,19
dolichocephalic,Adjective,1,Adjective,3,3
doling,Verb,0.65,Verb.Name,13.7,13
dolittle,Name,0.71,Name.Verb.Noun,20.7.1,20
doll,Noun,0.98,Noun.Verb,1240.21,1240
dollar,Noun,1,Noun,1405,1405
dollars,Noun,1,Noun,3991,3991
dolled,Verb,1,Verb,27,27
dolley,Name,1,Name,1,1
dollface,Name,0.56,Name.Verb.Noun,9.6.1,9
dollhouse,Noun,1,Noun,22,22
dollhouses,Noun,1,Noun,3,3
dollie,Name,0.75,Name.Noun,3.1,3
dollies,Noun,1,Noun,10,10
dolling,Verb,1,Verb,3,3
dollop,Noun,1,Noun,10,10
dollops,Noun,1,Noun,2,2
dolls,Noun,1,Noun,288,288
dolly,Name,0.53,Name.Noun,162.144,162
dolomite,Noun,1,Noun,2,2
dolomites,Name,1,Name,1,1
dolor,Noun,1,Noun,3,3
dolores,Name,0.52,Name.Noun.Verb,102.82.11,102
dolour,Noun,1,Noun,1,1
dolphin,Noun,1,Noun,140,140
dolphins,Noun,1,Noun,202,202
dolt,Verb,0.52,Verb.Noun,14.13,14
dolts,Noun,1,Noun,6,6
dom,Name,0.98,Name.Noun,255.6,255
domain,Noun,1,Noun,132,132
domains,Noun,1,Noun,9,9
dome,Noun,0.98,Noun.Name,97.2,97
domed,Verb,0.5,Verb.Adjective,4.4,4
domes,Noun,1,Noun,12,12
domestic,Adjective,0.97,Adjective.Noun,338.11,338
domestically,Adverb,1,Adverb,7,7
domesticate,Verb,1,Verb,3,3
domesticated,Adjective,0.89,Adjective.Verb,25.3,25
domesticity,Noun,1,Noun,14,14
domestics,Noun,1,Noun,3,3
domicile,Noun,0.94,Noun.Verb,17.1,17
domiciles,Noun,1,Noun,1,1
dominance,Noun,1,Noun,39,39
dominant,Adjective,1,Adjective,82,82
dominants,Noun,1,Noun,1,1
dominate,Verb,1,Verb,95,95
dominated,Verb,0.99,Verb.Adjective,74.1,74
dominates,Verb,1,Verb,21,21
dominating,Verb,0.83,Verb.Adjective,25.5,25
domination,Noun,1,Noun,79,79
dominator,Noun,1,Noun,9,9
dominators,Noun,1,Noun,1,1
dominatrix,Noun,0.86,Noun.Verb,19.3,19
dominatrixes,Noun,1,Noun,1,1
domine,Name,0.8,Name.Noun,4.1,4
domineer,Noun,1,Noun,2,2
domineering,Verb,0.71,Verb.Adjective.Noun,12.4.1,12
domini,Name,0.62,Name.Noun.Adverb.Adjective,23.9.3.2,23
dominica,Name,1,Name,7,7
dominican,Adjective,1,Adjective,24,24
dominicans,Noun,1,Noun,13,13
dominick,Name,0.53,Name.Noun.Verb,18.9.7,18
dominie,Noun,1,Noun,4,4
dominion,Noun,1,Noun,58,58
dominions,Noun,1,Noun,5,5
dominique,Name,0.43,Name.Noun.Adjective,32.29.14,32
domino,Noun,0.99,Noun.Name,203.2,203
dominoes,Noun,1,Noun,45,45
dominos,Noun,1,Noun,5,5
dominus,Name,0.55,Name.Noun,6.5,6
domus,Name,1,Name,1,1
don,Name,0.46,Name.Noun.Verb,1548.967.830,1548
dona,Noun,1,Noun,11,11
donald,Name,1,Name.Noun,866.2,866
donar,Noun,0.5,Noun.Name,2.2,2
donat,Name,1,Name,1,1
donate,Verb,1,Verb,203,203
donated,Verb,0.98,Verb.Adjective,132.3,132
donates,Verb,1,Verb,13,13
donating,Verb,1,Verb,66,66
donation,Noun,1,Noun,179,179
donations,Noun,1,Noun,76,76
done,Verb,1,Verb.Noun,24729.3,24729
donet,Name,1,Name,2,2
dong,Unclassified,0.56,Unclassified.Name.Noun,98.56.20,98
dongs,Noun,1,Noun,34,34
donicker,Noun,1,Noun,1,1
donkey,Noun,0.81,Noun.Name,222.51,222
donkeyman,Noun,0.88,Noun.Name,7.1,7
donkeys,Noun,0.94,Noun.Name,33.2,33
donna,Name,0.85,Name.Noun,968.165,968
donnas,Noun,0.93,Noun.Name,14.1,14
donne,Name,1,Name,28,28
donned,Verb,1,Verb,3,3
donning,Verb,1,Verb,6,6
donny,Name,1,Name,371,371
donnybrook,Noun,1,Noun,1,1
donor,Noun,1,Noun,208,208
donors,Noun,1,Noun,59,59
donovan,Name,1,Name,188,188
dons,Noun,1,Noun,17,17
dont,Noun,0.5,Noun.Name,1.1,1
donum,Name,1,Name,2,2
donut,Noun,0.97,Noun.Name,70.2,70
donuts,Noun,0.96,Noun.Name,142.6,142
doo,Unclassified,1,Unclassified,212,212
doob,Name,0.67,Name.Verb.Noun,4.1.1,4
doodad,Noun,1,Noun,8,8
doodads,Noun,1,Noun,9,9
doodah,Noun,1,Noun,1,1
doodle,Noun,0.69,Noun.Verb.Name,74.21.12,74
doodlebug,Noun,1,Noun,6,6
doodlebugs,Noun,1,Noun,1,1
doodled,Verb,0.88,Verb.Name,7.1,7
doodler,Noun,1,Noun,3,3
doodlers,Noun,1,Noun,2,2
doodles,Noun,0.97,Noun.Name,35.1,35
doodling,Verb,0.78,Verb.Noun.Adjective,14.3.1,14
doohickey,Noun,1,Noun,17,17
doohickeys,Noun,0.67,Noun.Verb,2.1,2
dool,Noun,0.5,Noun.Name,1.1,1
doolally,Adverb,1,Adverb,2,2
dooley,Name,0.74,Name.Noun,119.42,119
doolie,Name,1,Name,2,2
doom,Noun,0.9,Noun.Name,255.29,255
doomed,Verb,0.91,Verb.Adjective,376.38,376
dooming,Verb,1,Verb,2,2
dooms,Noun,1,Noun,3,3
doomsayer,Noun,1,Noun,1,1
doomsayers,Noun,1,Noun,1,1
doomsday,Noun,0.61,Noun.Name,25.16,25
doon,Noun,1,Noun,1,1
door,Noun,1,Noun,14863,14863
doorbell,Noun,0.72,Noun.Name,305.118,305
doorbells,Noun,0.88,Noun.Name,14.2,14
doorframe,Noun,1,Noun,3,3
doorjamb,Noun,1,Noun,4,4
doorjambs,Noun,1,Noun,1,1
doorkeeper,Noun,1,Noun,3,3
doorknob,Noun,0.88,Noun.Verb.Name,75.7.3,75
doorknobs,Noun,1,Noun,16,16
doorknocker,Noun,1,Noun,5,5
doorman,Noun,0.96,Noun.Name,153.7,153
doormat,Noun,1,Noun,28,28
doormats,Noun,1,Noun,3,3
doormen,Noun,1,Noun,8,8
doornail,Noun,1,Noun,37,37
doornails,Verb,1,Verb,1,1
doorpost,Noun,1,Noun,1,1
doors,Noun,1,Noun,1762,1762
doorstep,Noun,1,Noun,172,172
doorsteps,Noun,1,Noun,1,1
doorstop,Noun,1,Noun,13,13
doorstops,Noun,1,Noun,7,7
doorway,Noun,1,Noun,164,164
doorways,Noun,1,Noun,39,39
doover,Name,0.88,Name.Verb,7.1,7
doozies,Noun,1,Noun,3,3
doozy,Adjective,0.97,Adjective.Name,29.1,29
dop,Noun,0.4,Noun.Name.Verb,2.2.1,2
dopa,Noun,1,Noun,1,1
dopamine,Noun,0.84,Noun.Verb.Name,65.10.2,65
dope,Noun,0.92,Noun.Verb,755.64,755
doped,Verb,1,Verb,44,44
dopehead,Noun,1,Noun,4,4
doper,Noun,0.88,Noun.Name,7.1,7
dopers,Noun,1,Noun,10,10
dopes,Noun,0.93,Noun.Verb,26.2,26
dopey,Noun,0.61,Noun.Name.Adjective,43.21.7,43
doping,Verb,0.75,Verb.Noun,6.2,6
doppelganger,Noun,0.94,Noun.Verb,17.1,17
doppelgangers,Noun,1,Noun,2,2
doppler,Name,0.95,Name.Noun,39.2,39
dor,Name,0.64,Name.Noun,23.13,23
dora,Name,0.98,Name.Noun,134.3,134
dorado,Name,1,Name,39,39
dorcas,Noun,0.6,Noun.Name,6.4,6
dorey,Name,1,Name,3,3
doria,Name,1,Name,2,2
dorian,Name,1,Name,66,66
doric,Adjective,1,Adjective,1,1
doris,Name,1,Name,452,452
dork,Noun,0.76,Noun.Verb.Name,161.47.5,161
dorkiest,Name,0.5,Name.Adjective,1.1,1
dorking,Name,1,Name,2,2
dorks,Noun,0.96,Noun.Verb,25.1,25
dorky,Adjective,1,Adjective,50,50
dorm,Noun,0.95,Noun.Verb.Name,349.18.2,349
dormancy,Noun,1,Noun,1,1
dormant,Adjective,1,Adjective,59,59
dormer,Noun,0.5,Noun.Name,2.2,2
dormeuse,Noun,1,Noun,1,1
dormitories,Noun,1,Noun,10,10
dormitory,Noun,1,Noun,51,51
dormouse,Noun,1,Noun,5,5
dorms,Noun,1,Noun,37,37
dorn,Name,1,Name,9,9
dorothy,Name,1,Name.Noun,892.1,892
dors,Noun,1,Noun,1,1
dorsal,Adjective,1,Adjective,27,27
dorsalis,Noun,1,Noun,2,2
dorsi,Noun,1,Noun,2,2
dorsiflexion,Noun,1,Noun,1,1
dorsomedial,Adjective,1,Adjective,1,1
dort,Name,0.8,Name.Noun.Verb,16.3.1,16
dory,Name,0.55,Name.Noun.Adjective,100.75.8,100
dos,Noun,0.89,Noun.Name,75.9,75
dosage,Noun,0.94,Noun.Verb,94.6,94
dosages,Noun,1,Noun,9,9
dose,Noun,1,Noun,274,274
dosed,Verb,0.87,Verb.Adjective,13.2,13
doses,Noun,1,Noun,85,85
dosh,Noun,1,Noun,4,4
dosimeter,Noun,1,Noun,2,2
dosing,Noun,0.6,Noun.Verb,3.2,3
dosis,Noun,1,Noun,1,1
doss,Noun,1,Noun,1,1
dossed,Verb,1,Verb,1,1
dossier,Noun,0.95,Noun.Name.Adjective,53.2.1,53
dossiers,Noun,1,Noun,16,16
dost,Verb,1,Verb,58,58
dostoevsky,Name,1,Name,10,10
dot,Noun,0.93,Noun.Verb.Name,313.18.5,313
dotage,Noun,1,Noun,5,5
dotard,Noun,1,Noun,2,2
dotcom,Name,0.6,Name.Verb.Noun,6.2.2,6
dote,Verb,1,Verb,11,11
doted,Verb,0.83,Verb.Adjective,5.1,5
dotes,Verb,1,Verb,15,15
doth,Verb,1,Verb,117,117
doting,Adjective,1,Adjective,13,13
dots,Noun,1,Noun,156,156
dotted,Adjective,0.7,Adjective.Verb,35.15,35
dotter,Noun,1,Noun,1,1
dotting,Verb,0.8,Verb.Noun,4.1,4
dotty,Adjective,0.51,Adjective.Name,29.28,29
doty,Name,1,Name,3,3
douane,Adjective,1,Adjective,3,3
doub,Verb,0.5,Verb.Noun,1.1,1
double,Adjective,0.57,Adjective.Noun.Verb.Adverb.Name,1809.806.464.113.3,1809
doubled,Verb,0.97,Verb.Adjective,176.5,176
doubleheader,Noun,0.86,Noun.Name,6.1,6
doubler,Name,0.5,Name.Adjective,1.1,1
doubles,Noun,0.66,Noun.Verb,98.51,98
doublespeak,Noun,1,Noun,2,2
doublet,Noun,1,Noun,4,4
doubletree,Noun,1,Noun,1,1
doubling,Verb,0.86,Verb.Noun,43.7,43
doubloon,Noun,1,Noun,6,6
doubloons,Noun,1,Noun,10,10
doubly,Adverb,1,Adverb,28,28
doubt,Verb,0.48,Verb.Noun.Adverb,1528.1092.584,1528
doubted,Verb,1,Verb,150,150
doubter,Noun,1,Noun,1,1
doubters,Noun,1,Noun,5,5
doubtful,Adjective,1,Adjective,83,83
doubtfully,Adverb,1,Adverb,1,1
doubting,Verb,0.83,Verb.Adjective.Noun.Name,54.6.4.1,54
doubtless,Adverb,1,Adverb,21,21
doubtlessly,Adverb,1,Adverb,2,2
doubts,Noun,0.91,Noun.Verb,303.29,303
douce,Noun,1,Noun,1,1
doucet,Noun,0.5,Noun.Name,1.1,1
douche,Noun,0.93,Noun.Name,111.9,111
douches,Verb,1,Verb,2,2
doudle,Name,1,Name,1,1
dough,Noun,1,Noun,809,809
doughboy,Noun,0.6,Noun.Name,24.16,24
doughboys,Noun,1,Noun,4,4
doughnut,Noun,0.99,Noun.Name,209.3,209
doughnuts,Noun,1,Noun,228,228
doughty,Name,1,Name,11,11
doughy,Name,0.5,Name.Noun.Adjective,11.6.5,11
douglas,Name,0.99,Name.Noun,361.3,361
douma,Noun,1,Noun,2,2
dour,Adjective,1,Adjective,8,8
dourine,Noun,0.75,Noun.Adjective,3.1,3
douse,Verb,1,Verb,40,40
doused,Verb,0.94,Verb.Adjective,15.1,15
douser,Noun,1,Noun,1,1
douses,Verb,1,Verb,2,2
dousing,Verb,0.5,Verb.Noun,1.1,1
doux,Noun,0.67,Noun.Verb,2.1,2
dove,Noun,0.69,Noun.Name.Verb,197.50.37,197
dover,Name,1,Name,72,72
doves,Noun,1,Noun,51,51
dovetail,Verb,0.75,Verb.Noun,3.1,3
dovetailed,Adjective,1,Adjective,1,1
dovetails,Verb,0.5,Verb.Noun,1.1,1
dovey,Noun,0.75,Noun.Name,3.1,3
dow,Name,0.91,Name.Noun.Verb,41.3.1,41
dowager,Noun,0.67,Noun.Name,10.5,10
dowagers,Noun,1,Noun,3,3
dowd,Name,1,Name,125,125
dowdy,Adjective,0.83,Adjective.Name,10.2,10
dowel,Noun,1,Noun,3,3
dower,Noun,1,Noun,1,1
dowered,Adjective,1,Adjective,1,1
dowerless,Adjective,1,Adjective,1,1
down,Adverb,0.93,Adverb.Preposition.Noun.Adjective.Verb.Name,70578.4311.441.261.167.130,70578
downbeat,Noun,0.62,Noun.Verb.Name,8.4.1,8
downbeats,Noun,1,Noun,2,2
downby,Noun,1,Noun,1,1
downcast,Adjective,1,Adjective,7,7
downcourt,Noun,0.67,Noun.Verb,2.1,2
downdraft,Noun,1,Noun,1,1
downdraught,Noun,1,Noun,3,3
downed,Adjective,0.59,Adjective.Verb,32.22,32
downer,Noun,0.55,Noun.Adjective.Name,23.14.5,23
downers,Noun,0.96,Noun.Name,25.1,25
downfall,Noun,1,Noun,64,64
downfield,Noun,1,Noun,20,20
downgrade,Noun,0.6,Noun.Verb,3.2,3
downgraded,Verb,1,Verb,8,8
downgrades,Verb,1,Verb,2,2
downhauls,Noun,1,Noun,1,1
downhearted,Verb,0.67,Verb.Adjective,10.5,10
downhill,Adverb,0.76,Adverb.Noun.Adjective.Name,95.15.13.2,95
downing,Name,0.77,Name.Verb.Noun,30.8.1,30
downlink,Verb,0.55,Verb.Noun,6.5,6
downlinked,Verb,1,Verb,1,1
download,Verb,0.72,Verb.Noun,120.47,120
downloadable,Adjective,1,Adjective,1,1
downloaded,Verb,0.96,Verb.Adjective,74.3,74
downloading,Verb,0.86,Verb.Adjective.Name,50.6.2,50
downloads,Noun,0.7,Noun.Verb,7.3,7
downplay,Verb,1,Verb,9,9
downplayed,Verb,1,Verb,3,3
downplaying,Verb,1,Verb,1,1
downpour,Noun,1,Noun,3,3
downpours,Noun,1,Noun,2,2
downrange,Noun,0.8,Noun.Verb,4.1,4
downright,Adverb,0.74,Adverb.Adjective,89.32,89
downriver,Noun,1,Noun,31,31
downs,Noun,0.96,Noun.Name,88.4,88
downshift,Verb,1,Verb,4,4
downside,Noun,1,Noun,66,66
downsides,Noun,1,Noun,2,2
downsize,Verb,1,Verb,8,8
downsized,Verb,1,Verb,14,14
downsizing,Verb,0.92,Verb.Noun,12.1,12
downslope,Noun,1,Noun,1,1
downstage,Adverb,0.86,Adverb.Adjective,6.1,6
downstair,Noun,1,Noun,3,3
downstairs,Adverb,0.96,Adverb.Noun,1894.88,1894
downstate,Noun,0.7,Noun.Verb.Name,16.6.1,16
downstream,Adverb,0.95,Adverb.Adjective,61.3,61
downstroke,Noun,0.67,Noun.Verb,2.1,2
downswing,Noun,1,Noun,1,1
downtime,Noun,0.95,Noun.Name,21.1,21
downtown,Adverb,0.78,Adverb.Adjective,872.245,872
downtrodden,Noun,1,Noun,16,16
downturn,Noun,1,Noun,4,4
downward,Adjective,0.7,Adjective.Adverb,42.18,42
downwardly,Adverb,1,Adverb,3,3
downwards,Adverb,1,Adverb,8,8
downwash,Noun,1,Noun,1,1
downwind,Adverb,0.75,Adverb.Adjective,21.7,21
downy,Adjective,0.81,Adjective.Noun,17.4,17
dowries,Noun,1,Noun,5,5
dowry,Noun,1,Noun,77,77
dowse,Verb,1,Verb,2,2
dowsed,Verb,1,Verb,2,2
dowser,Noun,1,Noun,5,5
dowsers,Noun,1,Noun,2,2
doxie,Noun,1,Noun,1,1
doxology,Noun,1,Noun,1,1
doxy,Noun,1,Noun,3,3
doxycycline,Noun,0.67,Noun.Verb,2.1,2
doyen,Noun,1,Noun,1,1
doyens,Noun,1,Noun,1,1
doz,Noun,0.5,Noun.Name,1.1,1
doze,Verb,0.95,Verb.Noun,19.1,19
dozed,Verb,1,Verb,41,41
dozen,Noun,1,Noun,1232,1232
dozens,Noun,1,Noun,280,280
dozer,Noun,0.58,Noun.Name,11.8,11
dozers,Noun,1,Noun,2,2
dozes,Verb,1,Verb,4,4
dozier,Name,0.67,Name.Adjective,2.1,2
dozing,Verb,0.9,Verb.Noun.Adjective,18.1.1,18
dozy,Adjective,1,Adjective,5,5
dp,Name,1,Name,12,12
dpt,Name,1,Name,1,1
dr,Noun,1,Noun,2462,2462
drab,Adjective,0.56,Adjective.Noun,23.18,23
drabble,Noun,1,Noun,1,1
drably,Adverb,1,Adverb,1,1
drabs,Noun,1,Noun,8,8
dracaena,Noun,1,Noun,1,1
drachma,Noun,1,Noun,3,3
drachmas,Noun,1,Noun,2,2
draco,Name,0.95,Name.Noun,21.1,21
draconian,Adjective,1,Adjective,7,7
drad,Noun,1,Noun,1,1
draft,Noun,0.82,Noun.Verb,303.67,303
drafted,Verb,0.97,Verb.Adjective,116.3,116
draftee,Noun,0.8,Noun.Name,4.1,4
draftees,Noun,1,Noun,9,9
drafting,Verb,0.77,Verb.Noun,17.5,17
drafts,Noun,0.86,Noun.Verb,32.5,32
draftsman,Noun,1,Noun,5,5
draftsmen,Noun,1,Noun,2,2
drafty,Adjective,1,Adjective,32,32
drag,Verb,0.98,Verb.Noun.Name,1314.31.2,1314
dragged,Verb,1,Verb,589,589
dragger,Noun,1,Noun,2,2
draggers,Noun,1,Noun,1,1
dragging,Verb,0.99,Verb.Noun,332.2,332
draggly,Adverb,1,Adverb,1,1
draggy,Adjective,1,Adjective,4,4
dragline,Name,0.8,Name.Noun,4.1,4
dragnet,Noun,0.89,Noun.Name,16.2,16
drago,Name,0.59,Name.Noun,38.26,38
dragoman,Noun,1,Noun,2,2
dragon,Noun,0.98,Noun.Name,961.2,961
dragonfish,Noun,1,Noun,1,1
dragonflies,Noun,1,Noun,12,12
dragonfly,Noun,1,Noun,144,144
dragonroot,Noun,0.67,Noun.Verb,2.1,2
dragons,Noun,1,Noun,232,232
dragoon,Noun,1,Noun,3,3
dragooned,Verb,1,Verb,1,1
dragoons,Noun,1,Noun,6,6
drags,Verb,0.98,Verb.Noun,60.1,60
dragsters,Noun,1,Noun,2,2
drain,Noun,0.66,Noun.Verb,290.151,290
drainage,Noun,1,Noun,46,46
drainages,Noun,1,Noun,1,1
drainboards,Noun,1,Noun,1,1
drained,Verb,0.9,Verb.Adjective,100.11,100
drainer,Noun,1,Noun,2,2
draining,Verb,0.86,Verb.Noun,59.1,59
drainpipe,Noun,1,Noun,28,28
drainpipes,Noun,1,Noun,2,2
drains,Noun,1,Noun,78,78
drake,Noun,0.78,Noun.Name,236.68,236
dram,Noun,1,Noun,10,10
drama,Noun,1,Noun,1024,1024
dramamine,Noun,0.54,Noun.Name.Verb,15.9.4,15
dramas,Noun,1,Noun,22,22
dramatic,Adjective,1,Adjective,499,499
dramatically,Adverb,1,Adverb,47,47
dramatics,Noun,1,Noun,16,16
dramatis,Noun,1,Noun,1,1
dramatisation,Noun,1,Noun,1,1
dramatise,Verb,1,Verb,4,4
dramatist,Noun,1,Noun,5,5
dramatists,Noun,1,Noun,2,2
dramatization,Noun,1,Noun,4,4
dramatize,Verb,1,Verb,11,11
dramatized,Verb,0.75,Verb.Adjective,3.1,3
dramatizing,Verb,1,Verb,1,1
dramaturgically,Adverb,1,Adverb,1,1
drame,Verb,1,Verb,1,1
drams,Noun,1,Noun,3,3
drang,Unclassified,0.73,Unclassified.Noun,8.3,8
drank,Verb,1,Verb,650,650
drape,Noun,0.55,Noun.Verb,29.24,29
draped,Verb,0.95,Verb.Adjective,18.1,18
draper,Name,0.96,Name.Noun,25.1,25
draperies,Noun,1,Noun,9,9
drapery,Noun,1,Noun,3,3
drapes,Noun,0.94,Noun.Verb,143.9,143
drapetomania,Name,0.67,Name.Noun,2.1,2
draping,Verb,1,Verb,4,4
drastic,Adjective,1,Adjective,128,128
drastically,Adverb,1,Adverb,16,16
drat,Verb,0.96,Verb.Noun.Name,44.1.1,44
drats,Noun,1,Noun,1,1
dratted,Verb,0.67,Verb.Adjective,2.1,2
draught,Noun,1,Noun,24,24
draughted,Adjective,1,Adjective,2,2
draughts,Noun,1,Noun,5,5
draughtsman,Noun,1,Noun,1,1
